  PID  PPID USER         NAME                       
 1977     1 root         zygote64
 1978     2 root         [kworker/R-at_usb0]
 1979     2 root         [kworker/R-at_usb1]
 1980     2 root         [kworker/R-at_usb2]
 1981     2 root         [kworker/R-qdss]
 1982     2 root         [kworker/R-qdss_mdm]
 1983     2 root         [kworker/R-qdss_sw]
 2012     1 root         tee-supplicant
 2049     1 system       sscrpcd
 2050     1 system       diag-router
 2067     1 bluetooth    android.hardware.bluetooth@aidl-service-qti
 2069     1 system       android.hardware.health-service.qti
 2070     1 system       android.hardware.power-service
 2072     1 system       android.hardware.powerstats-service.qti
 2073     1 system       android.hardware.sensors-service.multihal
 2074     1 root         android.hardware.thermal-service.qti
 2075     1 system       android.hardware.usb-service.qti
 2078     1 system       android.hardware.usb.gadget-service.qti
 2079     1 wifi         android.hardware.wifi-service
 2080     1 audioserver  audiohalservice.qti
 2081     1 media        vendor.dolby.dms.service
 2082     1 nobody       vendor.qti.hardware.memtrack-service
 2083     1 system       poweropt-service
 2084     1 media        qconfigservice
 2085     1 system       snapdragon_services
 2086     1 mediacodec   vendor.hardware.media.c2.custom
 2088     1 system       vendor.qti.hardware.capabilityconfigstore-service
 2089     1 system       vendor.qti.hardware.display.allocator-service
 2091     1 system       vendor.qti.hardware.display.composer-service
 2093     1 system       dspservice
 2094     1 root         vendor.qti.hardware.perf2-hal-service
 2097     1 mediacodec   media.hwcodec
 2099     1 system       vendor.qti.qspa-service
 2100     1 system       vendor.qti.qspmhal-service
 2101     1 system       vendor.qti.syshealthmon-service
 2102     1 root         vendor.xiaomi.aidl.minet@1.0-service
 2103     1 root         vendor.xiaomi.aidl.mipowerhal@1.0-service
 2104     1 root         vendor.xiaomi.hardware.batteryantiaging-service
 2106     1 system       vendor.xiaomi.hardware.displayfeature_aidl-service
 2108     1 system       vendor.xiaomi.hardware.micharge-service
 2110     1 root         vendor.xiaomi.hardware.uniperf-service
 2111     1 mediacodec   vendor.xiaomi.hardware.videoservice-service
 2112     1 radio        vendor.xiaomi.modem.qms@1.0-service
 2113     1 mediacodec   vppservice
 2114     1 gps          android.hardware.gnss-aidl-service-qti
 2115     1 vendor_nxp_weaver android.hardware.weaver-service.nxp-qti
 2116     1 mediacodec   dvs-aidl-service
 2117     1 cameraserver vendor.qti.camera.provider-service_64
 2118     1 system       vendor.qti.hardware.lights.service
 2119     1 root         mtd
 2122     1 system       vendor.xiaomi.hardware.vibratorfeature.service
 2123     1 system       vendor.xiaomi.hw.touchfeature-service
 2127     1 media        android.hardware.cas-service.example
 2130     1 system       pd-mapper
 2131     1 system       pm-service
 2133     1 audioserver  audioserver
 2139     1 gpu_service  gpuservice
 2182     1 system       surfaceflinger
 2185     1 nobody       rmt_storage
 2186     1 vendor_rfs   tftp_server
 2236     2 root         [irq/140-arm-smmu-context-fault]
 2245     2 root         [irq/516-swr_master_irq]
 2247     1 root         mi_thermald
 2251     2 root         [irq/517-swr_master_irq]
 2255     2 root         [irq/518-swr_master_irq]
 2424     2 root         [gmu_f2h]
 2434     2 root         [kworker/R-kdmflush/254:66]
 2437     1 radio        qcrilNrd
 2441     1 radio        qcrilNrd
 2450     1 system       qwesd
 2501     1 system       subsystem_ramdump
 2517     1 system       pm-proxy
 2518     1 system       cnss_diag
 2552     2 root         [irq/530-swr_wake_irq]
 2566     1 system       tcpdump
 2641     1 nobody       traced_probes
 2642     1 nobody       traced
 2665     1 system       iorapd
 2688     1 radio        qmipriod
 2690     1 radio        shsusrd
 2751     1 cameraserver cameraserver
 2755     1 incidentd    incidentd
 2757     1 root         installd
 2759     1 mediaex      media.extractor
 2760     1 media        media.metrics
 2762     1 media        mediaserver64
 2768     1 root         storaged
 2770     1 root         misight
 2774     1 root         miuibooster
 2778     1 system       perfservice
 2781     1 system       cnd
 2785     1 radio        dlsc
 2801     1 radio        imsdaemon
 2806     1 radio        ipacm-diag
 2810     1 radio        ipacm
 2811     1 root         minetd
 2815     1 root         mipower_hal
 2816     1 radio        nicmd
 2820     1 radio        port-bridge
 2822     1 radio        qms
 2830     1 radio        tlpd
 2842     1 system       adsprpcd
 2844     1 system       cdsprpcd
 2846     1 root         toucheventcheck
 2852     1 system       mrmd
 2870     1 mediacodec   media.swcodec
 2876     1 radio        qti
 2878     1 system       cnss-daemon
 2880     1 radio        ssgqmigd
 2891  2830 radio        tlpd
 2892     1 gps          mlid
 2895     1 system       gatekeeperd
 2904     1 system       qsguard
 2905     1 system       feature_enabler_client
 2911     1 gps          lowi-server
 2912     1 gps          xtra-daemon
 2914     1 system       mfp-daemon
 2916     1 system       vendor.xiaomi.sensor.citsensorservice.aidl
 2955     1 radio        adpl
 3157     2 root         [irq/236-xiaomi_fp_irq]
 3332     2 root         [glink_modem]
 3367     2 root         [kworker/5:0-mm_percpu_wq]
 3404     2 root         [qrtr_rx]
 3405     2 root         [glink-IPCRTR]
 3418  1977 system       system_server
 3438     2 root         [glink-LOOPBACK_CTL_MPSS]
 3552     2 root         [kworker/u33:5-wmi_rx_diag_event_work_queue]
 3927     1 root         usap64
 4020     2 root         [kworker/0:0H-events_highpri]
 4333     2 root         [glink-DS]
 4334     2 root         [glink-DATA1]
 4335     2 root         [glink-DATA4]
 4336     2 root         [glink-DATA11]
 4491     2 root         [kworker/R-ipawq34]
 4492     2 root         [kworker/R-iparepwq34]
 4496     2 root         [kworker/R-ipawq104]
 4497     2 root         [kworker/R-iparepwq104]
 4498     2 root         [kworker/R-ipawq120]
 4499     2 root         [kworker/R-iparepwq120]
 4504     2 root         [kworker/R-ipawq95]
 4505     2 root         [kworker/R-iparepwq95]
 4506     2 root         [kworker/R-ipafreepagewq95]
 4542     2 root         [kworker/R-ipawq35]
 4543     2 root         [kworker/R-iparepwq35]
 4545     2 root         [kworker/R-ipawq105]
 4546     2 root         [kworker/R-iparepwq105]
 4547     2 root         [kworker/R-ipafreepagewq105]
 4576     2 root         [kworker/R-ipawq121]
 4577     2 root         [kworker/R-iparepwq121]
 4578     2 root         [kworker/R-ipafreepagewq121]
 4602     2 root         [kworker/R-wda_wq]
 5055     1 root         millet_monitor
 5356  1977 u0_a217      com.xiaomi.subscreencenter
 5372  2822 radio        qsap_qms_0
 5434  1977 u0_a200      com.miui.miwallpaper
 5609  1977 system       com.miui.securitycore.remote
 5683  1977 webview_zygote webview_zygote
 5748  1977 network_stack com.android.networkstack.process
 5786  1977 bluetooth    com.android.bluetooth
 5822  1977 radio        .dataservices
 5829  1977 oem_2918     .cacertservice
 5866  1977 nfc          com.android.nfc
 5886  1977 u0_a158      com.qti.phone
 5910  1977 radio        com.xiaomi.hypercomm
 5939     1 radio        ims-dataservice-daemon
 5941  1977 secure_element com.android.se
 5948     1 radio        ims_rtp_daemon
 5990  1977 u0_a119      .qtidataservices
 6039  1977 radio        com.android.phone
 6058  1977 u0_a233      com.android.systemui
 6099     1 nfc          android.hardware.nqnfc-service.nxp
 6395     1 shell        mtio
 6403     2 root         [kworker/3:0H-migt_wq]
 7378  1977 bluetooth    com.xiaomi.bluetooth
 7438  1977 u0_a95       com.android.externalstorage
 7484     2 root         [glink-Ims_dc_sub2]
 7616  1977 system       com.miui.audiomonitor
 7849  1977 u0_a277      android.ext.services
 7950     2 root         [kworker/6:2-events]
 8010     1 root         batterysecret
 8028  1977 u0_a300      com.miui.notes
 8060     1 system       qspmsvc
 8066     1 root         qlm-service
 8076     1 system       mifaced
 8095  1977 u0_a301      com.android.soundrecorder
 8204     2 root         [glink-Ims_dc_sub1]
 8424  1977 system_cameramind com.xiaomi.cameramind
 8485     2 root         [qrtr_rx]
 8627     2 root         [scheduler_thread]
 8637     2 root         [ipa_log_thread]
 8675     2 root         [kworker/u40:2-kverityd]
 8679     2 root         [dp_refill_thread]
 8682     2 root         [dp_rx_thread_0]
 8683     2 root         [dp_rx_thread_1]
 8684     2 root         [dp_rx_thread_2]
 8685     2 root         [dp_rx_thread_3]
 8686     2 root         [dp_rx_thread_4]
 8693     2 root         [kworker/u34:0-kgsl-lockless-work]
 8711     2 root         [kworker/u39:5-kverityd]
 8750     2 root         [kworker/1:2H-inputboost_wq]
 8876     2 root         [kworker/3:1-events]
 9139  3927 u0_a150      com.miui.home
 9559  1977 u0_a440      moe.shizuku.privileged.api
 9766  1977 u0_a274      com.android.permissioncontroller
 9866  1977 u0_a134      com.xiaomi.aicr
 9951     2 root         [kworker/u35:4-hal_register_write_wq]
10305  1977 u0_a268      com.android.providers.media.module
10376  1977 u0_a88       system
10393  1977 u0_a202      com.xiaomi.xmsfkeeper
10434  1977 u0_a239      com.qualcomm.location
10482  1977 u0_a145      com.miui.personalassistant
10517     1 system       android.hardware.ir-service.example
10580  1977 u0_a154      com.miui.analytics
10631  1977 u0_a134      com.xiaomi.aicr:cognitionService
10668  1977 u0_a212      com.xiaomi.xmsf:services
10694  1977 u0_a323      com.xiaomi.type
10776  1977 u0_a212      com.xiaomi.xmsf
10869  1977 u0_a141      com.android.quicksearchbox
10918     2 root         [kworker/u32:1-qmi_msg_handler]
10924     2 root         [kworker/3:2H-events_highpri]
10968  1977 system       com.miui.securitycenter.remote
11034  1977 u0_a205      com.miui.voiceassist:core
11164     2 root         [kworker/0:1-events]
11197  1977 u0_a205      com.miui.voiceassist
11434  1977 system       com.miui.powerkeeper
11742  1977 system       com.xiaomi.trustservice
11768  1977 system       com.xiaomi.mi_connect_service
12026  1977 u0_a469      com.ai.assistance.operit
12174     2 root         [kworker/5:2H-events_highpri]
12382     2 root         [kworker/1:1H-events_highpri]
12510  1977 u0_a212      com.xiaomi.xmsf:kit7
12812     1 shell        org.lsposed.lspatch:service-daemon
12959     2 root         [kworker/1:2-pm]
12960     2 root         [kworker/2:1-sock_diag_events]
13001  1977 u0_a222      com.lbe.security.miui
13105  1977 u0_a171      com.miui.guardprovider
13126  1977 system       com.miui.misightservice
13167     1 system       vendor.qti.hardware.alarm-service
13299     1 media        android.hardware.drm-service-lazy.clearkey
13328     1 system       wfdhdcphalservice
13342     2 root         [kworker/4:2-events]
13345     1 media        android.hardware.drm-service-lazy.widevine
13424     2 root         [kworker/2:2H-migt_wq]
13442  1977 system       com.xiaomi.joyose
13474  1977 u0_a142      com.xiaomi.metoknlp
13531  1977 u0_a94       android.process.media
13567  1977 u0_a229      com.miui.powerinsight
13642  1977 u0_a134      com.xiaomi.aicr:coreService
13851     2 root         [kworker/u34:5-kgsl-lockless-work]
14067 12026 u0_a469      [bash]
14077 12026 u0_a469      proot
14310  1977 u0_a343      com.tencent.mobileqq
14598     1 wifi         wpa_supplicant
14725  1977 u0_a345      tv.danmaku.bili
14994  1977 system       com.miui.thirdappassistant
15154     2 root         [kworker/u36:1-zgroup_read]
15168 14077 u0_a469      bash
15171 15168 u0_a469      bash
15224  1977 u0_a194      com.tencent.soter.soterserver
15356  1977 u0_a344      com.lingxigames.zszs.mi
15371  1977 system       com.miui.securitycenter:cache
15692  1977 system       com.xiaomi.mirror
15844  1977 u0_a345      tv.danmaku.bili:ijkservice
15904     2 root         [kworker/R-workq]
16020     2 root         [kworker/u36:2-zgroup_read]
16453  1977 u0_a304      com.xiaomi.mibrain.speech
16804     2 root         [kworker/4:2H-events_highpri]
16846  1977 u0_a153      com.android.camera
17132  5683 u0_i9343     com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
17731  5683 u0_i9312     com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
17973  1977 u0_a210      com.miui.core
18833  3927 u0_a292      com.miui.gallery
19239     2 root         [kworker/u39:8-kverityd]
19598     2 root         [irq/335-dwc3]
19688  1977 u0_a471      com.netease.cloudmusic:browser
19842  5683 u0_i9442     com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
19957  1977 u0_a471      com.netease.cloudmusic:mp1
20028     2 root         [kworker/0:1H-events_highpri]
20037     1 system       vendor.qti.hardware.display.color-service
20317     2 root         [kworker/0:0-events]
20355  5683 u0_i9278     com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
20566     2 root         [kworker/u40:1-kverityd]
20749  1977 system       com.xiaomi.aiasst.service
20797  1977 system       com.miui.thirdappassistant:persistent
21130     2 root         [kworker/u34:7-kgsl-lockless-work]
21135  1977 u0_a212      com.xiaomi.xmsf:privacy
21257  1977 u0_a89       android.process.acore
21259  1977 u0_a341      com.tencent.mm
21300     2 root         [kworker/u33:2-kgsl-lockless-work]
21306  1977 u0_a341      com.tencent.mm:push
21559     2 root         [kworker/4:0-events]
21608  1977 u0_a288      com.android.calendar
21793     2 root         [kworker/u34:1-memlat_wq]
21794     2 root         [kworker/u34:2-kgsl-lockless-work]
21983  5683 u0_i9345     com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:1
21990  1977 root         usap64
22290     2 root         [kworker/u40:8-kverityd]
22474     2 root         [kworker/u37:2-ipa_power_mgmt]
22482     2 root         [kworker/u40:0-kverityd]
22488     2 root         [kworker/u37:8-xiaomi-touch-event-queue]
22495     2 root         [kworker/u39:1-kverityd]
22496     2 root         [kworker/u39:2-kverityd]
22728  5683 u0_i9419     com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
22804  1977 u0_a96       com.google.android.documentsui
22888     2 root         [kworker/u40:5-kverityd]
23065     2 root         [kworker/7:0-events]
23104     2 root         [kworker/u32:2-qc_ufs_qos_swq]
23264     2 root         [kworker/6:1-events]
23436  1977 u0_a174      com.android.fileexplorer
23462  1977 u0_a220      com.android.cellbroadcastreceiver
23595  1977 u0_a178      com.xiaomi.market
23780     2 root         [kworker/5:3-pm]
23781     2 root         [kworker/0:3-events]
23928  1977 u0_a134      com.xiaomi.aicr:searchDataService
23958     2 root         [kworker/4:0H-kblockd]
24010     2 root         [kworker/1:1-events]
24303     2 root         [kworker/u35:1-mhi_offload_wq]
24344     2 root         [kworker/3:0-events]
24366     2 root         [kworker/2:2-mm_percpu_wq]
24405     2 root         [kworker/u40:6-kverityd]
24826  1977 system       com.miui.securitycore
24848  1977 u0_a380      bin.mt.plus
25118 24848 u0_a380      [ZIDThreadPoolEx]
25189 24848 u0_a380      sh
25325     1 shell        adbd
25329  1977 u0_a191      com.miui.passwords
25378  5683 u0_i9443     com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:1
25439     2 root         [kworker/u40:7-kverityd]
25612  1977 u0_a100      com.android.musicfx
25703  1977 u0_a225      com.android.vpndialogs
25875     2 root         [kworker/4:1-events]
25907     2 root         [kworker/u32:3-qc_ufs_qos_swq]
25933  1977 u0_a186      com.miui.misound
25973  1977 u0_a316      com.mi.health:device
26083  1977 system_finddevice com.xiaomi.finddevice
26094     2 root         [kworker/u39:3-kverityd]
26624     2 root         [kworker/5:1-sock_diag_events]
26632  1947 root         iptables-restore
26634  1947 root         ip6tables-restore
26635     2 root         [kworker/R-dsi_err_workq]
26754  1977 u0_a185      com.milink.crossdeviceservice
26786  1977 u0_a143      com.xiaomi.gamecenter.sdk.service
26859  3927 u0_a302      com.miui.weather2
26998     2 root         [kworker/u34:3-kgsl-lockless-work]
27029  1977 u0_a173      com.miui.cloudservice
27138     2 root         [kworker/u33:1-kgsl-lockless-work]
27150     2 root         [kworker/0:2H-migt_wq]
27158     2 root         [kworker/7:1-pm]
27162     2 root         [kworker/6:0-events]
27396     2 root         [kworker/u33:3-kgsl-lockless-work]
27435     2 root         [kworker/u36:0-1994000.qcom,qup_uart]
27444     1 shell        org.lsposed.lspatch:service
27461     2 root         [kworker/u34:4-kgsl-lockless-work]
27462     2 root         [kworker/u34:6]
27463     2 root         [kworker/u34:8-rmnet_shs_wq]
27571  1977 u0_a461      com.kmxs.reader
27577     2 root         [kworker/3:2-events]
27596 27444 shell        logcat
27603     2 root         [kworker/u35:0-mhi_offload_wq]
27623     2 root         [kworker/4:3-pm]
27701     2 root         [kworker/2:0H-events_highpri]
27819     2 root         [kworker/7:2-events]
27910  1977 system       com.miui.securitycenter.power
27948  1977 u0_a180      com.miui.systemAdSolution
27959     2 root         [kworker/2:0-events]
28127  1977 u0_a471      com.netease.cloudmusic
28160  1977 u0_a341      com.tencent.mm:support
28295 28127 u0_a471      sh
28311 28295 u0_a471      libnode.so
28462  1977 u0_a471      com.netease.cloudmusic:play
28620  1977 u0_a433      fun.fpa
28695     1 system       vendor.qti.hardware.soter-service
28784  1977 radio        com.android.phone:remote
28922 28462 u0_a471      ping
28987  5683 u0_i9445     com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:2
29081 28127 u0_a471      logcat
29107     2 root         [kworker/u32:0-qmi_msg_handler]
29113     2 root         [kworker/3:3-events]
29114     2 root         [kworker/3:4]
29190     2 root         [kworker/u33:6-kgsl-lockless-work]
29191     2 root         [kworker/u33:7-kgsl-lockless-work]
29192     2 root         [kworker/u33:8-kgsl-lockless-work]
29296 28127 u0_a471      ping
29332 27444 shell        ps
29843     2 root         [kworker/u33:4-wmi_rx_diag_event_work_queue]
30023     2 root         [kworker/u33:9-kgsl-lockless-work]
30068     2 root         [kworker/7:5-events]
30135     1 shell        shizuku_server
30389     2 root         [kworker/u35:2-hal_register_write_wq]
30494     2 root         [kworker/u34:13-kgsl-lockless-work]
30497     2 root         [kworker/u33:0-kgsl-lockless-work]
30564  1977 system       com.miui.aod
30744  1977 u0_a181      com.miui.greenguard
30865     2 root         [kworker/u39:4-kverityd]
31108  1977 u0_a185      com.milink.crossdeviceservice.file
31399     2 root         [kworker/1:0-events]
31610     2 root         [kworker/R-workq]
31868     2 root         [kworker/5:0H-migt_wq]
31879  1977 u0_a472      org.lsposed.lspatch
31952     1 artd         artd
32162  1977 system       com.xiaomi.mi_connect_service:idm
32321  1977 u0_a343      com.tencent.mobileqq:MSF
32683     2 root         [kworker/u39:10-kverityd]
